"ID","ID_1","EMAIL_HASH","C","VALUE","CASE_STATUS"
3188606,4187765,"5noEtwN8TwqukbcVgI2QlQ==",3,"Open","Updated"
3188606,4187811,"5noEtwN8TwqukbcVgI2QlQ==",3,"Open","Updated"
3188606,4187882,"5noEtwN8TwqukbcVgI2QlQ==",3,"Open","Updated"
3188998,4184500,"5tUQV3HNnHahPaIQByykEg==",2,"Closed","Updated"
3188998,4184506,"5tUQV3HNnHahPaIQByykEg==",2,"Closed","Updated"
3189350,4187181,"63yce18gQyOALadQEzvLSA==",3,"Closed","Updated"
3189350,4187424,"63yce18gQyOALadQEzvLSA==",3,"Closed","Updated"
3189350,4187689,"63yce18gQyOALadQEzvLSA==",3,"Closed","Updated"
3202238,4191610,"669as0Pff6/vmHH0PJA0Ag==",2,"Open","Updated"
3202238,4191727,"669as0Pff6/vmHH0PJA0Ag==",2,"Open","Updated"
3184270,4186877,"67whWkm4ttw55AUJXfocyA==",3,"Closed","Updated"
3184270,4187123,"67whWkm4ttw55AUJXfocyA==",3,"Closed","Updated"
3184270,4187143,"67whWkm4ttw55AUJXfocyA==",3,"Closed","Updated"
3194937,4186410,"6J25ijt48WJJKempmzN+Zg==",2,"Closed","Updated"
3194937,4186577,"6J25ijt48WJJKempmzN+Zg==",2,"Closed","Updated"
3037769,4185945,"7/8vEPDbq/AbsPa6clOC0Q==",2,"Closed","Updated"
3037769,4186007,"7/8vEPDbq/AbsPa6clOC0Q==",2,"Closed","Updated"
3150232,4184306,"74j5WmQPM0HINus49uOcxA==",4,"Closed","Updated"
3150232,4184314,"74j5WmQPM0HINus49uOcxA==",4,"Closed","Updated"
3150232,4184340,"74j5WmQPM0HINus49uOcxA==",4,"Closed","Updated"
3150232,4184349,"74j5WmQPM0HINus49uOcxA==",4,"Closed","Updated"
3194737,4188651,"7Iqs2G21NRddYbfdvwOpgA==",4,"Open","Updated"
3194737,4188658,"7Iqs2G21NRddYbfdvwOpgA==",4,"Open","Updated"
3194737,4188713,"7Iqs2G21NRddYbfdvwOpgA==",4,"Open","Updated"
3194737,4188726,"7Iqs2G21NRddYbfdvwOpgA==",4,"Open","Updated"
